fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.91,0.529,0.0,1.2,0.0592,8.0,79.2,0.99603,3.254,0.488,10.73,5
7.6,0.494,0.254,1.2,0.1151,31.9,39.0,0.9963,3.302,0.835,9.43,4
9.42,0.464,0.242,2.12,0.0336,13.0,45.0,0.99841,3.269,1.017,8.59,6
12.27,0.496,0.207,1.46,0.0286,36.9,40.6,0.99524,3.742,0.801,10.65,4
8.64,0.774,0.068,1.2,0.0717,1.0,47.6,0.99747,3.387,0.879,10.78,5
8.75,0.132,0.042,3.43,0.1163,13.1,29.6,0.99767,3.12,0.645,12.03,6
7.52,0.802,0.362,5.6,0.1721,14.3,29.4,0.99716,3.412,0.703,8.4,4
6.84,0.273,0.164,3.53,0.118,15.4,31.5,1.00106,3.371,0.701,10.55,7
9.76,0.48,0.333,1.2,0.138,23.4,51.6,0.99517,3.149,0.649,11.4,6
6.83,0.451,0.098,3.41,0.1033,51.4,18.6,0.99962,3.355,0.898,9.97,5
8.44,0.633,0.306,1.2,0.0548,20.6,31.6,0.9976,3.393,0.848,8.71,5
7.49,0.242,0.525,1.2,0.1176,16.1,106.0,0.99843,3.469,0.59,9.43,6
9.15,0.611,0.385,1.2,0.083,4.4,76.0,0.99735,3.038,0.378,10.46,5
8.9,0.89,0.191,4.12,0.1047,1.0,15.0,1.00027,3.411,0.647,9.9,6
10.13,0.284,0.321,1.2,0.0425,28.1,74.9,0.99609,3.528,0.462,10.75,6
7.43,0.562,0.224,1.2,0.1089,10.2,67.1,0.99764,3.602,0.662,11.79,6
7.85,0.41,0.273,1.2,0.0813,43.1,43.1,0.99918,3.122,0.475,9.99,5
6.62,0.604,0.208,4.89,0.0979,25.0,23.2,0.99564,3.289,0.872,11.73,8
7.55,0.531,0.239,2.51,0.083,19.4,19.4,0.9986,3.303,0.774,10.3,4
8.98,0.413,0.312,1.2,0.074,20.0,53.8,0.99666,3.415,0.77,10.78,5
9.64,0.615,0.077,2.03,0.1098,20.1,18.6,0.99435,3.286,0.84,10.29,5
6.72,0.851,0.073,1.87,0.0679,8.6,82.6,0.99394,3.201,0.724,10.81,6
9.83,0.494,0.0,2.66,0.0123,1.0,91.9,0.99653,3.344,0.751,11.0,3
10.68,0.657,0.0,1.2,0.012,10.1,45.1,0.99858,3.259,0.902,11.11,4
9.04,0.297,0.034,5.0,0.0957,15.7,83.9,0.99275,3.398,0.635,10.42,5
11.59,0.357,0.302,1.2,0.066,9.1,32.9,0.99708,3.186,0.761,8.4,7
6.97,0.613,0.097,2.96,0.012,2.4,23.0,0.9984,3.154,0.479,11.06,5
6.15,0.794,0.371,1.2,0.092,8.0,82.7,0.99427,3.514,0.671,8.4,3
5.23,0.592,0.278,1.2,0.0826,26.7,98.4,0.9955,3.661,1.042,9.77,6
10.92,0.472,0.0,1.2,0.0635,23.7,111.1,0.99779,3.592,0.797,8.4,6
9.46,0.528,0.399,1.96,0.0986,17.7,57.4,0.99831,3.3,0.643,12.24,5
8.22,0.304,0.429,1.2,0.1488,22.0,74.8,0.99975,3.473,0.703,10.87,6
8.81,0.636,0.077,3.9,0.1474,4.0,56.7,0.99559,3.205,0.654,10.07,5
6.36,0.686,0.353,1.2,0.0938,7.5,92.6,0.99515,3.389,0.697,11.94,6
12.58,0.447,0.104,2.83,0.083,19.1,60.7,0.99984,3.221,0.59,10.99,5
8.54,0.444,0.29,4.06,0.0944,5.4,73.0,0.99527,3.505,0.742,10.55,6
8.51,0.576,0.024,2.06,0.1015,17.0,9.1,0.99766,3.484,0.748,10.84,6
9.58,0.45,0.0,3.38,0.0744,2.7,38.9,1.00085,3.631,0.659,10.01,6
9.16,0.516,0.196,2.71,0.0952,1.0,73.2,0.99813,3.276,0.682,9.09,3
8.71,0.904,0.247,1.2,0.013,23.6,70.3,0.99819,3.554,0.716,11.45,4
6.94,0.484,0.193,4.14,0.0908,26.6,76.0,0.99913,3.389,0.568,10.34,4
9.14,0.464,0.04,1.2,0.1094,9.3,50.4,0.9977,3.323,0.74,8.54,5
11.59,0.412,0.193,2.12,0.064,1.0,25.0,0.9982,3.363,0.791,10.96,6
10.66,0.661,0.324,3.42,0.0825,1.0,44.5,0.99605,3.572,0.907,10.46,4
11.09,0.496,0.262,1.2,0.0348,35.1,48.0,0.9989,3.291,0.712,12.24,6
7.43,0.412,0.307,1.2,0.0282,17.0,54.4,0.99749,3.299,0.564,10.71,6
6.6,0.765,0.14,1.54,0.0969,9.5,14.6,0.99389,2.993,0.641,9.16,5
8.1,0.782,0.499,4.26,0.0527,12.1,37.7,0.99716,3.288,0.464,8.5,4
8.42,0.421,0.042,6.65,0.012,1.0,43.6,0.99258,3.352,0.782,11.77,6
10.22,0.194,0.366,1.97,0.0347,22.4,6.0,0.99806,3.194,0.33,10.35,4
5.38,0.708,0.501,2.71,0.0416,36.8,73.9,0.99626,3.156,0.832,9.49,6
10.98,0.405,0.365,5.84,0.1234,7.7,51.9,1.00032,3.026,0.853,9.65,6
8.05,0.67,0.232,1.2,0.0954,40.8,55.2,0.99763,3.221,0.33,11.81,4
7.58,0.175,0.168,1.2,0.046,14.7,29.5,0.99846,3.53,0.875,10.92,7
6.56,0.688,0.473,3.09,0.0594,33.3,65.8,0.99471,3.083,0.833,11.59,6
5.44,0.311,0.0,4.34,0.1487,19.1,19.1,0.998,3.433,0.609,10.68,6
9.75,0.659,0.082,4.86,0.131,19.1,24.3,0.99548,3.446,0.455,9.52,4
8.45,0.531,0.193,1.34,0.0345,35.2,67.1,0.99877,3.689,0.516,12.33,5
6.08,0.357,0.512,1.2,0.1417,24.1,58.2,0.99458,3.471,0.529,10.0,4
6.07,0.455,0.345,1.44,0.0832,19.8,6.0,0.99691,3.458,0.882,11.28,8
7.74,0.651,0.082,1.2,0.1246,1.0,98.4,0.9945,3.368,0.582,11.58,4
11.22,0.547,0.21,1.2,0.0793,1.0,21.5,0.99694,3.311,0.812,10.43,5
7.87,0.633,0.151,3.7,0.1427,20.7,42.1,1.00054,3.442,0.637,9.23,4
5.7,0.882,0.133,1.2,0.0325,31.2,103.9,0.99807,3.503,0.667,9.69,4
7.89,0.248,0.462,4.39,0.075,17.2,6.0,0.99664,3.337,0.391,11.14,7
7.85,0.817,0.004,1.4,0.1442,9.7,6.0,0.99202,3.51,0.463,10.99,5
4.6,0.547,0.585,2.27,0.012,1.0,61.0,0.99568,3.755,0.878,11.81,7
8.23,0.367,0.433,1.2,0.0848,7.7,6.0,0.9976,3.322,0.632,11.64,6
7.92,0.29,0.484,1.2,0.0685,17.2,6.0,0.99573,3.326,0.709,9.4,5
9.53,0.494,0.181,1.2,0.1192,6.9,85.1,0.99941,3.297,0.965,11.96,5
11.54,0.693,0.242,8.15,0.1373,5.8,33.0,0.99684,3.332,0.636,9.32,6
10.28,0.505,0.0,4.12,0.1213,15.3,118.7,0.99875,3.499,0.627,11.06,6
7.85,0.798,0.169,1.54,0.0983,31.0,12.4,0.99709,3.324,0.863,13.01,6
6.39,0.268,0.367,1.2,0.0889,23.0,36.0,0.99618,3.34,0.66,10.75,6
12.8,0.526,0.524,6.77,0.0709,18.9,64.3,0.9958,3.273,0.712,8.52,4
8.42,0.304,0.055,1.2,0.0969,17.8,62.0,0.99478,3.386,0.827,10.07,6
8.34,0.593,0.2,1.2,0.1556,21.6,38.1,0.99878,3.234,0.658,12.75,6
8.28,0.687,0.241,2.07,0.048,14.7,25.1,0.99589,3.122,0.792,10.2,6
8.66,0.453,0.0,7.2,0.0681,11.6,54.1,0.99769,3.38,0.638,11.84,6
8.07,0.12,0.386,1.2,0.0835,23.6,91.8,0.9957,3.616,0.825,9.4,7
7.32,0.564,0.13,1.2,0.134,13.5,71.6,0.99464,3.266,0.73,10.04,5
7.37,0.606,0.233,6.97,0.0975,3.4,25.7,0.99775,3.151,0.62,10.19,6
8.26,0.6,0.183,1.2,0.1332,31.0,13.8,0.99528,3.606,0.671,12.51,6
7.37,0.749,0.117,1.2,0.1356,1.0,23.7,0.99594,3.318,0.33,10.09,4
7.08,0.336,0.27,2.11,0.1148,31.8,6.0,0.99433,3.456,0.861,8.4,6
8.51,0.65,0.229,4.95,0.037,21.2,51.3,0.99576,3.199,0.445,12.97,6
7.88,0.741,0.198,1.62,0.1651,5.7,73.2,0.99675,3.313,0.476,10.66,5
10.94,0.21,0.129,13.04,0.1534,16.1,44.1,0.99615,3.527,0.584,11.12,5
4.6,0.585,0.333,2.84,0.09,11.4,103.1,0.99825,3.331,0.353,8.7,5
10.22,0.438,0.593,1.2,0.0221,24.3,104.9,0.99698,3.333,0.737,10.7,5
10.49,0.513,0.298,12.35,0.0137,24.1,56.6,1.00257,3.082,0.719,10.44,6
4.71,0.59,0.465,1.31,0.099,20.7,69.6,0.99751,3.432,0.575,9.39,4
7.72,0.441,0.0,1.2,0.054,23.7,16.8,0.9934,3.19,0.543,11.13,5
7.67,0.407,0.302,2.04,0.012,14.7,34.6,0.9963,3.483,0.54,8.59,5
5.87,0.534,0.057,1.2,0.0128,34.3,88.3,0.99646,3.342,0.763,9.38,6
6.97,0.333,0.0,1.2,0.0649,28.7,27.4,0.99553,3.356,0.387,11.72,6
6.39,0.334,0.127,1.2,0.0962,10.9,95.4,0.99684,3.43,0.588,9.64,5
11.37,0.65,0.503,1.49,0.1531,24.4,83.1,0.99548,3.369,0.398,9.89,5
9.95,0.322,0.456,4.53,0.1098,23.4,71.2,0.99733,3.576,0.789,10.52,6
10.53,0.647,0.318,2.12,0.0691,13.2,7.9,0.99307,3.551,0.601,10.02,5
9.58,0.611,0.0,15.5,0.1049,12.3,36.2,0.99887,3.124,0.751,11.16,5
6.36,0.219,0.233,1.2,0.1007,28.6,67.7,0.9937,3.285,0.87,10.61,5
7.41,0.407,0.33,1.2,0.1218,15.7,14.0,0.9962,3.44,0.873,8.81,6
9.17,0.742,0.305,1.2,0.0851,18.6,40.2,0.99531,3.166,0.484,9.63,4
6.19,0.352,0.0,1.2,0.1357,30.5,71.2,0.99728,3.07,0.711,9.52,6
9.56,0.445,0.097,1.2,0.1257,42.4,27.8,0.99635,3.194,0.849,9.92,5
7.9,0.611,0.259,3.94,0.0909,10.4,18.6,0.99718,3.293,0.776,10.54,5
7.67,0.668,0.376,5.9,0.0814,13.6,6.0,0.99881,2.74,0.793,10.75,5
9.56,0.483,0.0,9.23,0.1302,16.6,33.7,0.99816,3.139,0.355,8.4,4
9.09,0.421,0.239,1.2,0.0535,16.9,71.9,0.99677,3.037,0.774,11.52,6
7.69,0.783,0.299,5.33,0.0162,19.8,17.8,0.99757,3.488,0.523,10.32,6
10.34,0.839,0.437,1.2,0.0159,10.7,47.1,1.00042,3.454,0.771,9.22,5
6.44,0.703,0.406,1.2,0.0496,2.6,39.1,0.99823,3.354,0.767,11.44,4
9.39,0.543,0.385,5.1,0.118,34.2,24.5,0.99614,3.326,0.758,8.4,4
9.35,0.383,0.115,2.53,0.0671,22.3,74.0,0.99913,3.395,0.639,8.73,4
7.78,0.379,0.0,1.2,0.0966,11.5,100.5,0.99744,3.157,0.882,12.7,6
8.89,0.622,0.194,1.4,0.0637,20.4,79.5,0.99487,3.504,0.745,10.58,7
6.14,0.603,0.466,1.2,0.0641,35.0,23.6,0.99636,3.325,0.713,9.63,5
9.93,0.779,0.543,3.34,0.0388,7.6,112.0,0.9939,3.452,0.499,10.54,7
8.0,0.644,0.41,1.51,0.0827,18.1,79.4,0.99236,3.446,0.725,10.23,5
7.41,0.259,0.355,11.34,0.0788,1.3,31.4,0.9949,3.393,0.994,10.46,6
10.15,0.716,0.345,1.2,0.1064,14.6,21.0,0.99693,3.359,0.422,10.94,5
7.09,0.349,0.163,1.2,0.1005,22.3,83.4,0.99694,3.348,0.782,10.21,5
5.87,0.459,0.246,1.64,0.0777,4.2,52.2,0.99402,3.301,0.804,10.8,6
5.61,0.573,0.596,1.75,0.0162,13.9,18.5,0.99218,3.385,0.951,10.25,4
9.37,0.885,0.087,1.2,0.1373,24.2,41.6,0.99949,3.343,0.781,9.54,4
6.09,1.085,0.586,3.27,0.083,22.0,33.1,0.99688,3.236,0.66,9.24,3
11.37,0.637,0.208,5.19,0.0907,3.8,19.4,0.99966,3.405,0.73,11.83,6
4.7,0.495,0.529,6.98,0.1622,19.8,79.8,0.99955,3.354,0.612,11.11,4
11.27,0.624,0.0,4.09,0.1297,21.7,72.2,0.9981,3.497,0.865,11.53,6
8.69,0.687,0.385,4.75,0.108,17.0,74.1,0.99681,3.032,0.395,10.42,5
8.15,0.471,0.127,2.0,0.0869,27.3,73.6,0.99594,3.317,0.575,10.66,6
7.37,0.849,0.0,4.37,0.0865,9.7,16.3,0.99807,3.199,0.734,10.23,4
9.01,0.569,0.314,1.2,0.0983,20.2,26.6,0.9964,3.231,0.857,11.66,5
8.25,0.617,0.468,1.27,0.1061,3.7,94.5,0.99558,3.397,0.656,10.05,5
10.24,0.647,0.106,1.2,0.1674,1.0,50.0,0.99271,3.09,0.525,9.37,5
8.52,0.603,0.0,1.57,0.2032,24.0,6.0,0.99654,3.332,0.622,10.98,7
8.58,0.678,0.253,1.2,0.1006,16.1,53.6,0.99878,3.316,0.596,10.26,5
7.69,0.418,0.254,8.15,0.012,11.0,68.0,0.99909,3.149,0.603,10.69,4
8.22,0.428,0.378,1.2,0.0423,4.7,63.7,0.9968,3.335,0.584,11.18,5
8.86,0.331,0.456,1.2,0.1721,24.5,15.6,0.99501,3.194,0.584,9.8,4
5.34,0.607,0.259,1.87,0.1208,1.0,108.5,0.99842,3.649,0.366,10.19,4
5.97,0.667,0.633,1.2,0.107,26.3,6.0,0.99667,3.496,0.709,10.09,5
9.61,0.61,0.315,1.2,0.0792,20.6,50.1,0.99601,3.321,0.773,11.8,5
8.62,0.828,0.203,1.2,0.0311,1.0,103.6,0.99393,3.245,0.913,10.44,4
8.0,0.527,0.0,1.56,0.1659,17.2,65.9,1.0007,3.389,0.804,10.59,4
8.35,0.648,0.22,1.42,0.0483,43.6,74.0,0.9981,3.429,0.796,9.18,5
8.92,0.333,0.205,4.02,0.1213,28.3,11.8,0.99831,3.35,0.708,11.2,6
7.38,0.459,0.458,3.36,0.0259,7.2,57.9,0.99506,3.155,0.358,10.88,4
6.97,0.653,0.361,1.39,0.0769,23.4,45.3,0.99685,3.279,0.706,9.53,5
8.66,0.68,0.041,1.2,0.1337,1.1,9.3,0.99655,3.323,0.677,12.48,6
6.62,0.475,0.305,1.2,0.0753,1.5,74.9,0.99819,3.356,0.833,10.78,3
9.03,0.515,0.402,3.72,0.0697,15.2,19.5,0.99928,3.359,0.754,9.75,7
5.36,0.256,0.569,1.2,0.0875,21.6,23.4,0.99397,3.424,0.636,10.42,6
10.11,0.464,0.444,1.2,0.0242,24.4,60.7,0.99466,3.518,0.991,10.03,7
9.14,0.687,0.419,3.97,0.0154,24.5,41.8,0.99793,3.467,0.802,12.07,5
8.77,0.631,0.283,1.62,0.1206,21.0,52.0,0.99573,3.402,0.716,11.42,6
10.03,0.618,0.347,1.2,0.0672,1.0,39.7,0.99825,3.117,0.735,10.91,6
11.22,0.537,0.515,1.2,0.1202,15.2,93.0,0.99599,3.494,0.668,12.26,5
10.09,0.529,0.011,6.74,0.1396,26.0,16.0,0.99433,3.437,0.661,9.31,5
5.12,0.41,0.203,4.91,0.1433,20.5,31.2,0.99336,3.272,0.33,11.25,5
6.09,0.653,0.12,3.09,0.012,17.8,62.3,0.99762,3.316,0.502,11.01,5
7.23,0.603,0.345,1.65,0.0542,19.3,14.0,0.99767,3.321,0.566,10.17,5
8.37,0.616,0.511,1.84,0.1123,19.1,12.5,0.99854,3.244,0.735,10.18,5
9.22,0.434,0.155,9.25,0.113,1.0,51.0,0.99732,3.042,0.377,11.41,5
7.06,0.143,0.0,8.44,0.1927,28.0,75.0,0.99,3.139,0.569,11.33,5
8.64,0.724,0.191,1.2,0.0443,14.7,79.3,0.99766,3.171,0.548,8.9,5
7.01,0.442,0.449,4.17,0.1419,23.3,49.5,0.99393,3.008,0.678,12.36,6
7.26,0.374,0.376,1.2,0.1045,1.0,24.4,0.99315,3.14,0.735,11.64,6
5.87,0.652,0.354,1.2,0.012,33.2,55.5,0.99292,3.487,0.548,10.12,4
6.71,0.458,0.216,2.82,0.0613,3.8,65.1,0.99275,3.386,0.56,9.57,5
5.97,0.718,0.022,1.3,0.0993,42.5,55.1,0.99723,3.161,0.542,11.61,4
6.62,0.638,0.371,6.7,0.012,38.0,87.1,0.99531,3.205,0.592,10.95,7
10.15,0.65,0.108,1.2,0.012,2.0,13.1,0.99381,3.5,0.649,11.19,5
6.67,0.283,0.697,1.79,0.012,24.4,23.5,0.99674,3.496,0.882,11.03,6
12.9,0.745,0.382,6.27,0.0992,5.2,82.5,0.9946,3.322,0.486,11.72,4
9.18,0.575,0.158,5.86,0.0642,9.2,6.0,0.99856,3.492,0.956,11.34,6
8.64,0.462,0.152,1.2,0.0579,9.4,28.7,0.99946,3.193,0.448,9.85,6
6.83,0.554,0.253,1.2,0.0595,20.6,22.4,0.99629,3.346,0.82,9.79,4
9.54,0.21,0.224,2.41,0.0201,19.3,6.0,0.99932,3.084,0.577,10.8,6
7.32,0.601,0.489,1.2,0.0655,3.3,40.3,0.99931,3.255,0.503,12.87,5
8.53,0.344,0.307,8.61,0.012,20.5,71.0,0.99686,3.315,0.882,10.26,6
12.77,0.286,0.128,6.16,0.1428,13.7,51.6,0.99999,3.052,0.672,10.81,6
8.15,0.255,0.64,1.2,0.1665,1.0,72.8,0.99552,3.402,0.665,11.38,5
10.32,0.727,0.281,1.2,0.012,11.3,85.7,0.99299,3.428,0.611,9.97,4
7.1,0.415,0.421,1.2,0.065,33.2,33.8,0.99375,3.467,0.559,11.27,5
8.26,0.803,0.152,6.0,0.068,11.7,133.6,0.99543,3.67,0.628,10.43,6
11.4,0.432,0.342,1.2,0.0788,1.0,35.1,0.99772,3.375,0.33,11.76,6
7.23,0.222,0.332,1.35,0.1341,24.4,39.5,0.99451,3.301,0.343,9.41,5
11.47,0.328,0.0,1.49,0.0651,6.2,23.2,0.99542,3.064,0.725,12.9,6
9.55,0.749,0.664,2.28,0.0829,18.1,64.4,0.99433,3.371,0.859,10.09,5
7.34,0.5,0.523,1.2,0.227,14.1,36.9,0.99546,3.397,0.89,10.98,4
9.42,0.43,0.194,1.2,0.0818,34.3,43.9,0.99925,3.102,0.495,10.43,6
10.01,0.557,0.056,6.7,0.17,14.1,39.7,0.99738,3.274,0.691,9.27,5
9.4,0.618,0.339,5.98,0.1106,3.9,39.0,0.9956,3.313,0.33,11.31,5
5.59,0.728,0.288,3.8,0.061,11.0,51.7,0.99902,3.393,0.598,10.14,4
7.05,0.787,0.34,1.2,0.0531,3.0,31.7,0.99675,3.443,0.798,10.98,5
7.89,0.464,0.308,1.2,0.0867,13.7,33.2,0.99695,3.228,0.655,9.56,5
8.19,0.291,0.37,2.47,0.0341,34.4,81.8,0.99887,3.342,0.602,10.14,5
9.4,0.454,0.553,1.2,0.0464,28.9,36.8,0.99605,3.399,0.656,10.1,5
8.63,0.575,0.382,6.01,0.0671,37.2,59.1,0.99844,3.283,0.876,11.01,6
6.0,0.355,0.066,2.51,0.1008,20.9,17.2,0.99831,3.246,0.616,10.75,6
8.98,0.357,0.537,1.2,0.1728,17.4,31.8,0.99642,3.421,0.67,10.23,5
9.38,0.59,0.591,5.99,0.0642,5.4,6.0,0.99405,3.284,0.916,10.02,6
9.29,0.519,0.886,7.91,0.1087,18.7,107.5,0.99672,3.127,0.619,10.76,6
10.2,0.534,0.052,1.2,0.012,14.5,91.7,0.99886,3.522,0.38,10.63,4
9.77,0.392,0.318,1.9,0.1368,24.0,66.1,0.99826,3.144,0.891,10.56,6
9.12,0.487,0.0,1.2,0.012,4.1,117.2,0.99995,3.296,0.831,12.53,7
8.2,0.363,0.379,1.25,0.1245,16.4,71.8,0.99577,3.361,0.33,11.01,5
5.43,0.687,0.164,1.2,0.0832,1.0,40.8,0.99818,3.381,0.636,12.48,4
9.07,0.713,0.646,2.16,0.0813,19.4,58.7,0.99479,3.337,0.654,10.35,3
8.68,0.198,0.12,7.92,0.0729,22.9,91.2,0.99708,2.858,0.891,10.37,6
8.79,0.362,0.0,1.75,0.0258,1.0,17.5,0.9988,3.203,0.656,9.88,5
6.1,0.26,0.179,1.2,0.0283,1.9,7.9,0.99842,3.357,0.686,10.74,6
6.44,0.412,0.0,2.42,0.1263,2.3,59.8,0.9969,3.294,0.691,10.07,5
10.15,0.513,0.417,1.2,0.0876,14.0,27.2,0.99619,3.39,0.579,9.92,4
8.25,0.269,0.0,4.84,0.0725,1.3,6.0,0.99481,3.468,0.879,8.4,5
9.51,0.363,0.277,1.43,0.1078,30.3,6.0,0.99627,3.389,0.523,11.99,6
8.37,0.348,0.0,1.2,0.0918,20.4,36.2,0.99421,3.199,0.575,10.01,6
8.37,0.565,0.209,1.2,0.0497,22.1,48.1,0.99605,3.228,0.657,12.0,5
9.95,0.54,0.591,3.66,0.2027,1.0,49.0,0.99327,3.562,0.431,10.32,4
7.42,0.399,0.341,1.2,0.1218,29.4,112.4,0.99419,3.283,0.958,11.11,6
8.49,0.56,0.103,3.64,0.093,22.7,39.6,0.99832,3.296,0.658,10.5,5
7.52,0.43,0.265,1.2,0.0629,8.7,55.6,0.99811,3.39,0.798,10.86,5
7.56,0.479,0.275,1.2,0.1318,1.0,6.0,0.99615,3.502,0.495,9.34,3
7.78,0.828,0.363,1.57,0.05,15.1,45.4,0.99682,3.172,0.779,11.69,6
8.71,0.768,0.004,7.17,0.046,11.0,57.5,0.99708,3.235,0.793,10.03,4
7.49,0.295,0.387,6.71,0.1666,11.4,6.0,0.99757,3.064,0.818,11.41,6
10.51,0.677,0.0,1.2,0.0884,8.5,15.7,0.99737,3.265,0.982,8.86,5
6.76,0.673,0.148,1.2,0.0511,23.4,62.6,0.99416,3.398,0.563,9.61,4
7.99,0.322,0.176,1.2,0.0873,1.0,28.5,0.99206,3.255,0.626,10.82,6
7.55,0.675,0.394,1.78,0.127,30.8,43.1,0.99477,3.582,0.514,10.24,4
10.84,0.803,0.275,1.54,0.1162,26.3,64.3,0.99641,3.329,0.642,10.91,3
8.66,0.327,0.0,5.78,0.1328,18.1,113.5,0.99852,3.295,0.771,10.64,4
10.12,0.364,0.079,6.65,0.0283,14.4,39.2,0.99715,3.257,0.762,12.38,6
5.74,0.71,0.31,1.21,0.1316,27.2,104.7,0.99772,3.102,0.937,11.0,6
8.78,0.577,0.256,1.69,0.0786,15.4,6.0,0.995,3.297,0.741,9.96,5
9.87,0.627,0.158,5.66,0.0912,13.0,51.4,0.99657,3.366,0.658,10.0,6
8.46,0.589,0.177,4.11,0.1438,27.8,35.5,0.99682,3.293,0.472,11.71,6
10.17,0.598,0.407,1.2,0.12,37.8,29.0,0.99526,3.347,0.805,8.78,5
7.42,0.291,0.17,1.2,0.1035,5.7,68.1,0.99467,3.208,0.631,11.02,7
10.77,0.715,0.254,1.37,0.012,20.3,39.4,0.99627,3.119,0.809,9.23,6
12.32,0.737,0.694,1.2,0.0849,4.5,6.0,0.99796,3.295,0.586,11.61,6
7.69,0.487,0.0,1.2,0.0501,21.1,6.0,0.99498,3.345,0.862,9.96,4
7.54,0.52,0.0,1.2,0.1204,7.7,70.2,0.9963,3.285,0.724,10.98,5
10.85,0.254,0.424,2.58,0.1336,28.5,6.0,0.99927,3.342,0.827,10.46,5
11.07,0.62,0.139,1.2,0.0728,14.8,71.1,0.99571,3.431,0.724,8.94,6
7.41,0.63,0.209,1.2,0.0556,16.4,50.6,0.99671,3.43,0.501,11.11,5
7.59,0.517,0.119,1.2,0.1601,32.9,40.9,0.9965,3.443,0.596,9.65,6
7.83,0.729,0.22,4.05,0.0587,8.2,43.8,0.99634,3.466,0.44,11.28,5
5.98,0.468,0.583,4.77,0.0309,23.0,63.4,0.99987,3.388,0.689,9.35,5
6.72,0.629,0.427,1.65,0.0479,9.2,7.7,0.99728,3.366,0.409,10.68,5
6.57,0.345,0.439,1.34,0.0609,28.4,47.9,0.99372,3.61,0.708,10.46,6
6.98,0.524,0.0,9.53,0.0465,34.6,9.0,0.9996,3.432,0.33,9.78,5
8.26,0.497,0.047,1.2,0.1267,13.1,51.9,0.99722,3.181,0.796,11.9,5
8.73,0.568,0.0,1.2,0.012,1.0,67.7,0.99599,3.024,0.47,10.46,5
11.02,0.462,0.113,1.2,0.0455,8.7,51.9,0.99926,3.274,0.496,9.97,5
6.58,0.504,0.458,1.2,0.0848,41.3,66.5,0.99522,3.407,0.891,10.74,7
10.03,0.676,0.372,1.2,0.0969,9.7,23.4,0.99996,3.459,0.712,8.86,6
7.95,0.45,0.228,6.04,0.1665,34.4,44.4,0.99688,3.118,0.802,13.04,5
8.23,0.24,0.267,2.39,0.1596,9.5,38.6,0.99861,3.423,0.487,9.26,6
9.49,0.841,0.137,1.33,0.012,9.3,36.5,1.00253,3.486,0.822,11.01,4
6.37,0.775,0.311,6.81,0.012,24.0,20.1,0.99704,3.405,0.635,10.49,5
8.99,0.297,0.42,1.2,0.0882,22.8,32.3,0.99652,3.375,0.678,11.68,5
8.61,0.651,0.0,1.2,0.0554,24.8,9.9,0.99467,3.291,0.911,10.61,6
9.18,0.438,0.329,2.09,0.031,15.9,6.0,0.99647,3.24,0.46,9.74,6
8.82,0.575,0.453,2.39,0.0878,26.7,23.4,0.99473,3.432,0.813,8.43,6
12.59,0.581,0.19,1.2,0.0978,25.9,67.1,0.99634,3.401,0.724,8.52,5
7.21,0.486,0.408,1.29,0.0476,27.9,54.2,1.0022,3.261,0.622,10.17,5
7.4,0.388,0.82,2.62,0.0577,9.3,6.0,0.99693,3.702,0.472,11.89,6
7.24,0.404,0.251,2.99,0.0512,26.7,33.1,0.99565,3.078,0.62,8.63,5
7.35,0.364,0.348,2.54,0.0677,10.4,69.3,0.9963,3.275,0.519,12.4,5
7.21,0.379,0.127,1.2,0.1124,14.2,31.7,0.99592,3.192,0.86,11.58,6
10.39,0.516,0.306,1.2,0.0363,14.0,6.0,0.99869,3.37,0.674,8.98,4
10.79,0.4,0.361,1.39,0.0569,5.4,120.7,0.99653,3.011,0.543,9.26,6
7.33,0.65,0.309,1.2,0.0682,1.0,41.0,0.99976,3.506,0.414,9.37,5
6.87,0.794,0.072,7.37,0.0867,28.7,8.2,0.9961,3.466,0.579,10.74,6
9.14,0.424,0.311,1.61,0.1,8.5,52.1,0.99622,3.352,0.868,10.36,6
7.36,0.571,0.556,1.2,0.183,13.0,43.7,0.995,3.263,0.677,10.32,4
9.42,0.617,0.358,3.63,0.1139,8.2,6.0,0.99597,3.421,0.627,9.88,5
8.67,0.612,0.459,1.72,0.115,13.2,49.5,0.99341,3.362,0.947,10.61,5
5.68,0.542,0.225,1.2,0.0745,10.6,78.8,0.99265,3.458,0.588,11.32,5
11.01,0.661,0.417,4.18,0.0409,29.2,38.8,0.99789,3.292,0.521,10.28,6
11.44,0.614,0.325,5.05,0.0622,9.7,6.0,0.99338,3.283,0.727,9.71,4
7.25,0.306,0.086,2.79,0.0536,33.8,57.7,0.99747,3.477,0.729,11.48,5
7.65,0.684,0.333,1.2,0.1054,27.8,66.3,0.99575,3.409,0.558,10.18,4
8.82,0.687,0.078,2.09,0.012,10.9,27.2,0.99849,3.284,0.522,11.01,4
8.9,0.391,0.148,3.6,0.1148,19.2,27.4,0.99343,3.368,0.904,10.31,6
9.47,0.535,0.308,1.2,0.0815,21.3,120.8,0.99784,3.339,0.584,11.58,5
11.82,0.65,0.329,1.2,0.1215,24.7,24.8,0.99733,3.383,0.411,11.74,6
8.01,0.491,0.039,5.35,0.053,25.7,9.6,0.99739,3.506,0.691,11.7,5
